,onnxruntime__fail,tensorrt__fail,tvm__fail,openvino__fail,torchscript__fail,torch_compile__fail,xla__fail,tensorflow__fail,tflite__fail,onnxruntime__pass,tensorrt__pass,tvm__pass,openvino__pass,torchscript__pass,torch_compile__pass,xla__pass,tensorflow__pass,tflite__pass
pad_reflect_conv,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
pad_slice_noop,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
parallel_max_avg_pool,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
pointwise_dw_block,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
postnorm_residual_linear,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
pow_canonical,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
pow_int_one,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
pow_int_two,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
power_norm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
prelu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
prenorm_ffn,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
prenorm_residual_linear,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
range_positional,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reciprocal_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reciprocal_plus_one,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reduce_broadcast_norm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reduce_l1_last,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
reduce_l2_last,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reduce_logsum_last,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
reduce_logsumexp_last,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
reduce_max_last,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reduce_max_spatial_pair,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reduce_mean_first_axis,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reduce_min_last,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
reduce_prod_last,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
reduce_sum_middle_axis,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reduce_sumsquare_last,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
redundant_reshape,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reflect_pad_conv,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
relative_position_bias_attention,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
relu_add_relu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
relu_maxpool_relu,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
relu_residual_sum,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reshape_batched_matmul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reshape_flatten_restore,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reshape_layernorm_reshape,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reshape_rank2_roundtrip,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reshape_reshape_cancel,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reshape_softmax_reshape,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reshape_split_injective,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reshape_transpose5d_back,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
reshape_transpose_reshape,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
residual_add_relu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
residual_double_conv,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
resize_cubic_halfpixel,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
resize_linear_aligncorners,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
resize_linear_asymmetric,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
resize_linear_halfpixel,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
resize_nearest_asymmetric,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
resize_nearest_ceil,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
resize_nearest_round_prefer_floor,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
resize_with_sizes,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
resnext_block,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
rmsnorm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
roi_align_avg_fullframe,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rotary_embedding_attention,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
round_unary,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
row_reduce_mul_transpose,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rrelu_inference_identity,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_cubic_halfpixel_a50_20to6,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a50_26to64,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a50_30to32,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a50_32to30,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a50_5to4,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a50_64to96,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a75_20to6,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a75_26to64,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a75_30to32,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a75_32to30,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a75_5to4,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_cubic_halfpixel_a75_64to96,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_gridsample_bicubic_border_ac0,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
rs_gridsample_bicubic_zeros_ac1,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
rs_gridsample_bilinear_border_ac0,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
rs_gridsample_bilinear_reflection_ac0,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
rs_gridsample_bilinear_zeros_ac0,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
rs_gridsample_nearest_border_ac1,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
rs_linear_asymmetric_20to6,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_linear_asymmetric_26to64,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_linear_asymmetric_30to32,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_linear_asymmetric_32to30,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_linear_asymmetric_5to4,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_linear_asymmetric_64to96,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_linear_halfpixel_20to6,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_linear_halfpixel_26to64,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_linear_halfpixel_30to32,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_linear_halfpixel_32to30,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_linear_halfpixel_5to4,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_linear_halfpixel_64to96,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_nearest_aligncorners_ceil_30to32,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_aligncorners_floor_20to6,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_aligncorners_floor_64to96,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_aligncorners_roundpreferceil_26to64,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_aligncorners_roundpreferceil_32to30,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_aligncorners_roundpreferfloor_5to4,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_asymmetric_ceil_5to4,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_asymmetric_floor_30to32,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_nearest_asymmetric_roundpreferceil_20to6,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_asymmetric_roundpreferceil_64to96,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_asymmetric_roundpreferfloor_26to64,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_nearest_asymmetric_roundpreferfloor_32to30,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
rs_nearest_halfpixel_ceil_20to6,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_halfpixel_ceil_64to96,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_halfpixel_floor_26to64,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_halfpixel_floor_32to30,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_halfpixel_roundpreferceil_5to4,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_halfpixel_roundpreferfloor_30to32,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_pytorchhalfpixel_ceil_26to64,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_pytorchhalfpixel_ceil_32to30,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_pytorchhalfpixel_floor_5to4,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_pytorchhalfpixel_roundpreferceil_30to32,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_pytorchhalfpixel_roundpreferfloor_20to6,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_pytorchhalfpixel_roundpreferfloor_64to96,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
rs_nearest_tfcropandresize_ceil_20to6,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
rs_nearest_tfcropandresize_ceil_64to96,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
rs_nearest_tfcropandresize_floor_26to64,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
rs_nearest_tfcropandresize_floor_32to30,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
rs_nearest_tfcropandresize_roundpreferceil_5to4,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
rs_nearest_tfcropandresize_roundpreferfloor_30to32,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
scaled_dot_product_attention,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
scaled_rmsnorm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
scatter_add_update,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True
scatternd_single_update,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
se_block,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
se_residual,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
self_attention_residual,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
self_sub_zero,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
selu_activation,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
shared_reshape_target,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
shared_transpose_fanout,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
shrink_activation,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True
sigmoid_clip_narrow,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sigmoid_rescaled_to_tanh,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sigmoid_scale,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sign_unary,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
silu_residual,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sin_unary,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sinh_unary,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
skip_layernorm_pattern2,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
slice_concat_identity,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
slice_full_range,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
slice_pad_concat,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
slice_step2_tile,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
softmax_axis0_residual,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
softmax_axis1_last,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
softmax_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
softmax_sub_max_stable,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
softplus_activation,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
softplus_explicit,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
softsign_activation,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
space_to_depth_block,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
space_to_depth_native,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
spatial_attention_cbam,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
spatial_reduce_mean,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
split_2way_concat,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
split_reshape_concat,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
split_three_process_concat,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
split_transform_concat,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sqrt_abs_eps,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sqrt_div_rms,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sqrt_reciprocal_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
squeeze_excite_norm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
squeeze_unsqueeze,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
stable_softmax,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
stack_via_unsqueeze_concat,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
strided_slice_reshape,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sub_mul_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sub_self_mul_zero,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
sum_variadic_4inputs,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
swiglu_ffn,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
swish,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
swish_explicit_sigmoid,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
tan_unary,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
tanh_add_mul_chain,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
tanh_rescaled_to_sigmoid,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
three_branch_concat,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
thresholdedrelu_activation,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True
tile_channel_double,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
tile_conv,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
topk_last_axis_k1,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
transformer_encoder_layer,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
transformer_ffn,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
transpose_conv_nhwc,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
transpose_hw_swap,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
transpose_identity_perm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
transpose_inverse_cancel,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
transpose_matmul_transpose,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
transpose_transpose_squash,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
trilu_lower,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
triple_add_residual,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
two_conv_sum,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
unsqueeze_expand_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
unsqueeze_three_squeeze,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
variance_norm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
variance_whitening,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
where_const_cond,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
where_const_condition,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
where_mask,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
where_mask_fill,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
windowed_attention_banded,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_relu_maxpo,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_conv_batch,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_relu_conv,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_maxpo_conv,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_softm_matmu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_maxpo_conv_relu,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_conv_relu_maxpo,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_batch_relu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_conv_relu_conv,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_relu_conv_relu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_conv_relu_conv_relu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_relu_conv_batch,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_matmu_matmu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_relu_conv_relu_conv,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_relu_conv_relu_maxpo,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_maxpo_conv_relu_conv,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_relu_maxpo_conv,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_batch_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_batch_mul_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_batch_mul_add_relu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_relu_conv,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_add_relu_conv,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_conv_batch_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_conv_batch_mul_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_relu_conv_batch,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_relu_conv_batch_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_conv_relu_maxpo_conv,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_relu_maxpo_conv_relu,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_relu_softm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_conv_relu_softm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_matmu_matmu_matmu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_softm_matmu_matmu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_sqrt,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_div_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_sqrt_div,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_relu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_sqrt_div_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_matmu_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_add_relu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_div_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_softm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_softm_matmu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_matmu_matmu_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_sub_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_softm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_matmu_mul_softm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_softm_matmu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_matmu_mul_softm_matmu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_sigmo_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_mul_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_div_mul_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_matmu_add_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_mul_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_matmu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_sub,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_add_sub,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_sub_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_add_sub_mul,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_sub_mul_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_sub_mul_add,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_matmu_matmu_mul_softm,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_relu_maxpo,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_mul_add_relu_maxpo,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False
auto_sub_div,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_matmu,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_add_layer,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_layer,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
auto_mul_add_layer,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
gather_axis0_k2_v4_2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
slice_half_axis0_v4_2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
scatter_axis0_none_v4_0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
scatter_axis0_add_v4_2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
